index,lng_bor,area,hor_overl,vrt_overl,clr_score,cluster_clr_score
ISIC_0011166,19926,76007,3405,6285,2,2.214617
ISIC_0011167,40530,610874,13485,17366,1,2.238134
ISIC_0011168,12075,44421,1035,1999,2,2.385057
ISIC_0011169,22224,175899,3324,4531,2,2.342286
ISIC_0011170,22638,167290,1466,4617,3,2.239577
ISIC_0011171,14931,66495,2905,2258,2,2.290259
ISIC_0011173,10020,25153,1950,1068,2,2.385623
ISIC_0011176,29640,215939,10080,6109,2,2.267817
ISIC_0011177,36876,295600,5975,9783,2,2.164545
ISIC_0011199,10428,34926,518,1022,2,2.365536
ISIC_0011203,27957,296328,1904,4552,1,2.107953
ISIC_0011204,19890,140559,4480,3395,2,2.264018
ISIC_0011205,14772,73612,777,1630,2,2.323535
ISIC_0011207,10941,46095,452,1238,1,2.288434
ISIC_0011208,17541,64074,2736,1856,2,2.162916
ISIC_0011210,9612,32937,630,1233,2,2.528542
ISIC_0011211,32589,302299,14068,10024,2,2.163833
ISIC_0011212,34968,422713,13923,14452,2,2.254583
ISIC_0011213,10017,37341,705,1051,3,2.495032
ISIC_0011214,40323,401102,7582,6352,2,2.305604
ISIC_0011215,11613,37455,1778,1317,2,2.307466
ISIC_0011217,12099,60589,388,781,2,2.241856
ISIC_0011218,13074,68284,2143,1181,2,2.471911
ISIC_0011219,15354,76991,1500,1771,2,2.441570
ISIC_0011220,10641,26818,745,1583,2,2.383056
ISIC_0011223,15471,76745,1944,1929,2,2.112706
ISIC_0011224,23826,190197,4981,7198,1,2.203640
ISIC_0011225,7836,17395,333,402,2,2.324761
ISIC_0011227,10074,36584,651,845,1,2.390726
ISIC_0011229,54501,282268,34538,17899,2,2.218253
ISIC_0011230,18663,87149,9828,7266,2,2.209827
ISIC_0011292,20400,89664,5655,3606,3,2.248488
ISIC_0011294,27573,134292,11541,7416,2,2.220607
ISIC_0011296,24072,141894,3000,6386,2,2.138990
ISIC_0011297,22065,93730,2650,8128,2,2.257904
ISIC_0011298,13263,57262,1951,937,2,2.426443
ISIC_0011300,32838,608663,50168,51252,3,2.477745
ISIC_0011303,16122,96688,799,1653,2,2.298736
ISIC_0011304,15363,61608,1807,1727,2,2.238466
ISIC_0011305,23172,99061,3810,15837,2,2.198535
ISIC_0011306,22722,117875,4590,9802,2,2.137407
ISIC_0011310,26613,299833,3531,3936,1,2.440494
ISIC_0011315,26472,249374,16664,8599,2,2.399374
ISIC_0011317,11007,35788,796,1384,2,2.365181
ISIC_0011321,19074,104922,2448,5847,2,2.438162
ISIC_0011322,31626,316965,11759,11547,2,2.419785
ISIC_0011324,20598,115289,1288,2882,2,2.131515
ISIC_0011326,23529,162459,2381,14222,2,2.383139
ISIC_0011327,31683,289641,4536,16509,3,2.272391
ISIC_0011328,27420,188783,4879,4940,1,2.028722
ISIC_0011330,14508,66636,1418,2487,2,2.375728
ISIC_0011333,30750,237287,7465,16027,2,2.413394
ISIC_0011336,30888,247836,9301,6280,1,2.126302
ISIC_0011338,18858,126207,6776,6829,2,2.031551
ISIC_0011339,24957,154971,7195,4974,2,2.290943
ISIC_0011343,17250,106867,4267,4277,2,2.212367
ISIC_0011344,17922,127351,3317,3480,1,2.289531
ISIC_0011345,21321,88099,7595,7532,3,2.478452
ISIC_0011347,37770,609422,29285,13200,1,2.135603
ISIC_0011348,37725,591869,7036,11221,2,2.438862
ISIC_0011349,38157,518523,4176,24606,2,2.403325
ISIC_0011352,39681,329954,20217,19617,2,2.244000
ISIC_0011353,12420,46389,481,876,2,2.380737
ISIC_0011358,32040,191157,14193,13850,1,2.100477
ISIC_0011359,24597,136557,9731,8882,2,2.234407
ISIC_0011361,38967,620451,23186,14368,3,2.236354
ISIC_0011362,25644,134097,5080,11409,2,2.237532
ISIC_0011363,34917,463617,7427,6593,2,2.235112
ISIC_0011366,29265,316148,13541,5630,1,2.139912
ISIC_0011367,10131,40893,101,502,0,2.334733
ISIC_0011372,11016,30860,903,1763,3,2.467290
ISIC_0011382,30711,237437,4000,12573,3,2.468608
ISIC_0011384,25911,136883,4404,5628,2,2.199789
ISIC_0011386,13779,71762,522,1121,2,2.415126
ISIC_0011387,41430,461682,22048,21619,2,2.209623
ISIC_0011393,12219,30987,1398,3967,2,2.154898
ISIC_0011397,29166,285902,15374,20129,2,2.205776
ISIC_0011398,27936,306860,6307,6076,2,2.379953
ISIC_0011402,35427,483674,49275,43270,2,2.222143
ISIC_0012086,117324,5759714,172469,168162,2,2.287107
ISIC_0012089,24567,183008,14462,31478,2,2.184121
ISIC_0012090,83970,2297322,94758,56530,1,2.347004
ISIC_0012092,60390,1293877,16234,24053,2,2.455713
ISIC_0012094,22077,122684,1240,2006,1,2.320115
ISIC_0012095,27495,282926,4770,2567,2,2.436577
ISIC_0012097,25011,186746,1383,4050,2,2.307385
ISIC_0012099,17679,87791,1982,1884,2,2.462038
ISIC_0012102,30624,230196,2136,2756,1,2.146501
ISIC_0012103,44358,437650,21667,17126,2,2.431515
ISIC_0012105,25722,177592,4414,4978,2,2.249908
ISIC_0012107,74907,908791,82054,78460,2,2.179672
ISIC_0012108,30921,357818,9812,14959,2,2.230159
ISIC_0012109,18102,128616,2108,3604,2,2.310377
ISIC_0012116,26292,264743,2279,4130,2,2.412432
ISIC_0012117,84003,1547107,34280,54964,2,2.432698
ISIC_0012118,32568,243164,5038,7457,2,2.230437
ISIC_0012126,17976,74677,791,1336,2,2.260439
ISIC_0012127,17220,105786,1366,7368,2,2.364205
ISIC_0012134,90972,4126337,367771,362380,1,2.120265
ISIC_0012135,39,169322,8071,9124,2,2.106596
ISIC_0012136,86565,2664515,113094,42759,1,2.243372
ISIC_0012137,31239,287608,11723,33123,2,2.275827
ISIC_0012141,31674,217559,8565,10864,1,2.183652
ISIC_0012143,70611,1121799,101586,55738,1,2.398083
ISIC_0012147,77769,205852,12269,15306,2,2.433457
ISIC_0012148,36888,291624,16414,20346,2,2.124557
ISIC_0012149,29112,311457,12377,11362,2,2.479676
ISIC_0012150,23292,121860,1895,2356,2,2.318068
ISIC_0012151,69660,1555384,39601,94266,2,2.111981
ISIC_0012152,66147,350468,8707,11906,2,2.278675
ISIC_0012155,25212,231376,2049,3374,2,2.370940
ISIC_0012156,24000,111278,4225,6695,2,2.205166
ISIC_0012159,42246,326626,23150,16750,1,2.249339
ISIC_0012160,24669,108991,6008,7013,1,2.226059
ISIC_0012164,21924,112041,4800,6893,2,2.250733
ISIC_0012167,28449,301433,2505,5723,2,2.428699
ISIC_0012170,67443,1862495,41966,65697,1,2.368598
ISIC_0012172,96234,3034228,144476,85125,2,2.382927
ISIC_0012173,48216,466252,11263,21691,2,2.337056
ISIC_0012175,35244,356654,10281,8914,2,2.221548
ISIC_0012177,26109,187267,4778,5596,2,2.277180
ISIC_0012178,151515,432848,45117,39637,1,2.433098
ISIC_0012179,72,35566,3840,5621,2,2.352415
ISIC_0012182,28731,184069,1683,4922,2,2.402636
ISIC_0012183,69330,922212,36766,23750,2,2.336045
ISIC_0012187,29895,205079,4128,8658,2,2.165312
ISIC_0012191,24591,220166,1690,2775,2,2.243800
ISIC_0012199,101013,719411,30030,27035,2,2.180719
ISIC_0012201,31305,359896,7980,9343,2,2.156185
ISIC_0012203,24300,140941,2584,6649,2,2.209584
ISIC_0012204,22068,170460,7628,9468,2,2.340173
ISIC_0012205,31596,232775,4251,7707,2,2.184749
ISIC_0012206,56829,628217,24378,31356,2,2.141450
ISIC_0012207,44901,759892,10603,16445,1,2.236110
ISIC_0012208,34374,276874,1962,8065,2,2.114934
ISIC_0012209,13650,75382,578,833,2,2.139569
ISIC_0012210,68463,789491,33753,54594,1,2.184663
ISIC_0012211,46227,470790,34793,18372,2,2.261789
ISIC_0012212,26643,164440,2682,4094,2,2.270730
ISIC_0012213,19140,90285,1570,3007,2,2.289846
ISIC_0012214,22665,188580,2612,3155,1,2.180488
ISIC_0012215,95388,3835142,268302,268127,2,2.407970
ISIC_0012216,55341,1247834,24966,14579,1,2.281106
ISIC_0012217,76395,911512,58194,96298,2,2.047412
ISIC_0012221,28275,194563,2504,3239,2,2.368792
ISIC_0012222,26403,193133,7568,14362,2,2.164025
ISIC_0012223,131256,7003926,153868,174069,1,2.169651
ISIC_0012224,50319,1008210,15704,17324,2,2.038960
ISIC_0012227,92187,3324355,42931,82144,1,1.931220
ISIC_0012228,41856,658720,9549,9837,2,2.004098
ISIC_0012230,33174,239141,9091,15104,2,2.311263
ISIC_0012232,45156,503249,11642,24135,2,2.173719
ISIC_0012233,35733,454447,8127,8753,2,2.171831
ISIC_0012235,50895,586228,10580,10187,1,2.206183
ISIC_0012237,79212,1140507,82179,63890,1,2.157108
ISIC_0012238,49950,989388,14596,15717,1,2.240917
ISIC_0012240,112059,4809182,114449,109924,1,2.174119
ISIC_0012245,75093,2200370,58201,54790,1,2.147329
ISIC_0012246,80994,1625433,19888,28263,2,2.072825
ISIC_0012248,112419,4559108,41789,74844,2,2.264359
ISIC_0012250,28509,192563,1829,2749,2,2.001695
ISIC_0012253,74253,1265155,59129,48731,1,2.119794
ISIC_0012254,138795,3778988,105542,126722,1,2.445403
ISIC_0012256,53535,1069204,36074,73775,1,2.013637
ISIC_0012257,38622,449804,16205,29823,1,2.107481
ISIC_0012258,42402,650658,16606,36846,2,2.346726
ISIC_0012259,45975,468838,56085,15276,2,2.222903
ISIC_0012260,25800,159551,4030,7326,2,2.373343
ISIC_0012261,34896,507018,9618,11030,1,1.975943
ISIC_0012263,36237,479752,16474,12472,1,2.395138
ISIC_0012265,139557,9386641,442484,375873,2,2.405605
ISIC_0012266,313500,1825031,117475,228356,1,2.442568
ISIC_0012268,69,406774,39722,45163,2,2.174701
ISIC_0012271,38673,326722,4547,4385,2,2.175080
ISIC_0012272,92391,3156868,102232,46920,2,2.039238
ISIC_0012273,81555,2370811,64582,71880,2,2.374884
ISIC_0012274,33786,240694,14192,16077,1,2.077713
ISIC_0012278,54,86033,5294,5957,2,2.303615
ISIC_0012281,69,238679,12536,17888,1,2.071939
ISIC_0012282,44526,656631,16754,53356,1,2.139055
ISIC_0012284,62934,787143,40195,52111,2,2.166431
ISIC_0012285,75,88601,2291,3978,2,2.319200
ISIC_0012288,32262,360263,11433,18591,2,2.033958
ISIC_0012290,107184,3231054,140821,87984,1,2.304025
ISIC_0012291,69399,1766933,58026,80654,1,2.216535
ISIC_0012294,40185,522706,36695,13744,1,2.392515
ISIC_0012298,70359,1030372,20833,53443,1,1.873048
ISIC_0012299,53322,1059675,27403,39884,1,2.099064
ISIC_0012303,27150,172205,1945,2604,1,2.208047
ISIC_0012306,22989,156661,2457,5007,2,2.083108
ISIC_0012309,38121,373560,10457,47136,2,2.068914
ISIC_0012311,37116,467520,5258,22396,1,2.172812
ISIC_0012313,23310,164420,3827,5665,2,2.144357
ISIC_0012314,68271,1926169,44068,72510,1,2.141907
ISIC_0012316,22344,108313,2228,3151,2,2.211207
ISIC_0012318,40314,255051,8993,13796,1,2.220595
ISIC_0012320,31905,251162,5458,8465,2,2.190853
ISIC_0012322,28332,149639,6021,6757,2,2.159354
ISIC_0012323,89871,2984300,72702,52372,2,2.479412
ISIC_0012324,35808,329702,5821,9502,2,2.325350
ISIC_0012325,43251,627025,19510,18641,1,2.041013
ISIC_0012329,42282,669654,13870,14097,2,2.405669
ISIC_0012330,34959,456767,7747,6343,2,2.434391
ISIC_0012332,39618,424901,5823,6985,2,2.120134
ISIC_0012333,23679,106516,3073,11316,2,2.144652
ISIC_0012334,31041,277971,11476,5827,2,2.074598
ISIC_0012335,23319,168744,4212,4290,1,2.336636
ISIC_0012338,31266,215465,6979,7844,1,2.121341
ISIC_0012339,81549,1608014,109969,107166,2,2.199135
ISIC_0012342,64422,1407614,97678,105132,2,2.186296
ISIC_0012348,45720,671478,27458,23035,1,2.338025
ISIC_0012351,30432,186383,5773,21425,2,2.286760
ISIC_0012356,1668,2846346,807311,424501,1,2.165545
ISIC_0012357,100407,437078,24671,28938,2,2.265093
ISIC_0012358,92241,423909,14543,32948,1,2.317543
ISIC_0012359,80175,2067049,125077,77614,2,2.409631
ISIC_0012360,39852,285871,24775,13332,1,2.180475
ISIC_0012363,69,674121,58036,56345,2,1.950300
ISIC_0012364,54120,1154675,24402,26837,1,2.132945
ISIC_0012369,66246,1672330,49923,34788,2,2.060384
ISIC_0012372,63885,304738,11391,8626,1,2.327422
ISIC_0012374,30321,250690,2829,7062,2,2.157740
ISIC_0012375,101889,3752799,54896,47333,0,2.381173
ISIC_0012376,16263,58289,1219,4048,2,2.317816
ISIC_0012377,37719,569760,13129,13251,2,2.400818
ISIC_0012378,20520,116900,2183,2879,2,2.302858
ISIC_0012379,84609,2870305,83938,63347,2,2.349600
ISIC_0012380,36099,548965,5747,34415,1,2.267185
ISIC_0012381,46842,740011,12316,22074,2,2.289233
ISIC_0012382,105321,2396631,28774,52929,2,2.146652
ISIC_0012383,73890,1192342,25439,26288,1,2.115961
ISIC_0012384,53082,651823,12331,9458,2,2.370648
ISIC_0012386,77709,2697210,70348,72668,1,2.328811
ISIC_0012387,44754,798729,5497,35934,2,2.376386
ISIC_0012388,78816,2410686,145391,33923,1,2.127904
ISIC_0012390,52302,786116,29310,40446,0,2.442593
ISIC_0012391,39,201628,14775,17331,2,2.102655
ISIC_0012395,74994,607162,29523,56836,2,2.233821
ISIC_0012397,71493,1043506,48366,77595,2,2.382702
ISIC_0012400,70872,1665967,39937,69111,2,2.407808
ISIC_0012406,20154,99937,2230,3975,1,2.057760
ISIC_0012413,30915,247553,4613,7182,2,2.355361
ISIC_0012414,105894,4712043,44860,64800,1,2.407073
ISIC_0012415,15012,88423,242,734,2,2.101871
ISIC_0012416,97554,3399530,107588,360570,1,2.175809
ISIC_0012417,181875,5922415,207609,343024,1,2.388593
ISIC_0012425,37029,204164,2612,3595,1,2.136639
ISIC_0012428,122016,6904277,139112,152258,1,2.370143
ISIC_0012432,51165,1047269,31236,53352,2,2.465408
ISIC_0012433,36060,422911,24112,37725,1,2.418458
ISIC_0012434,30006,224678,2696,4539,2,2.083515
ISIC_0012435,36165,300955,7299,5826,2,2.075479
ISIC_0012442,43794,421253,9044,5469,2,2.222706
ISIC_0012445,39,473149,14691,26590,2,2.165514
ISIC_0012447,48834,921421,13719,17053,1,2.137655
ISIC_0012448,16014,104721,1077,2233,2,2.455405
ISIC_0012450,32613,411206,6475,15432,2,2.396015
ISIC_0012452,44544,395202,14256,7724,2,2.061172
ISIC_0012453,42954,441323,32267,30617,2,2.213461
ISIC_0012455,38712,326117,8130,11114,1,2.229721
ISIC_0012459,34881,467905,8925,10088,0,2.178315
ISIC_0012460,21465,105445,1482,2268,2,2.418669
ISIC_0012464,29484,340669,7336,10797,3,2.465889
ISIC_0012469,91671,2830694,121527,102554,1,2.366210
ISIC_0012473,77232,1919040,223792,86558,2,2.293403
ISIC_0012475,63924,1365188,176510,45946,2,2.378981
ISIC_0012478,84156,1573777,76433,63426,2,2.042617
ISIC_0012481,39,93704,2666,3425,2,2.445635
ISIC_0012484,62265,1450526,19427,40401,2,2.153447
ISIC_0012487,39,291873,31298,32629,2,2.365841
ISIC_0012489,66858,1594166,39824,113703,3,2.489020
ISIC_0012492,34983,465313,9672,16523,2,2.060350
ISIC_0012493,50625,885711,18246,46267,2,2.435839
ISIC_0012494,52839,1015273,32937,60265,2,2.061643
ISIC_0012495,28956,304740,6929,8100,1,2.195739
ISIC_0012496,50760,632381,11026,15264,2,2.112477
ISIC_0012501,84723,2735873,53012,24944,1,2.391221
ISIC_0012503,53652,571761,23774,32617,2,2.379960
ISIC_0012506,31170,212948,3759,4937,1,2.278150
ISIC_0012508,53526,686784,17166,49823,2,2.191594
ISIC_0012510,143211,10138760,542850,547650,2,2.364678
ISIC_0012511,53784,641894,30432,17191,2,2.225640
ISIC_0012512,64389,1180701,57228,79026,2,2.414913
ISIC_0012513,83922,1752977,35437,42577,1,2.411062
ISIC_0012516,67890,1432881,39826,46596,2,2.418094
ISIC_0012517,58278,1307654,46894,57641,1,2.400782
ISIC_0012518,73038,1795447,17884,94163,1,2.495429
ISIC_0012520,57678,620579,21638,59420,2,2.357146
ISIC_0012521,60312,827291,37519,16890,1,2.033748
ISIC_0012522,61047,1440834,24217,42809,2,2.125539
ISIC_0012523,39,71757,4761,8940,1,1.923410
ISIC_0012526,53976,616012,11181,14820,1,2.274889
ISIC_0012527,68109,865895,55372,68292,2,2.318634
ISIC_0012529,35439,277211,4781,5374,1,2.069596
ISIC_0012537,111645,401651,33469,27467,2,2.450568
ISIC_0012538,33876,272476,17224,7038,2,2.425517
ISIC_0012539,31293,234506,4059,5532,1,2.255601
ISIC_0012543,36192,507065,5785,12008,2,2.345440
ISIC_0012544,14490,63601,2169,1402,2,2.258603
ISIC_0012547,46842,570983,22008,23070,2,2.397965
ISIC_0012548,89220,3242335,53280,41225,1,2.332670
ISIC_0012549,43557,616627,18013,31909,3,2.403389
ISIC_0012550,42423,521667,14871,26044,1,2.254679
ISIC_0012551,59070,388990,4208,7185,1,2.302659
ISIC_0012653,25251,148759,1794,4751,2,2.165653
ISIC_0012654,22563,71637,1872,1159,2,2.133812
ISIC_0012655,13326,62111,2269,3043,2,2.139881
ISIC_0012656,40377,303818,7010,21690,2,2.198759
ISIC_0012657,17139,88377,1227,2378,2,2.236167
ISIC_0012658,32862,349055,7119,16095,1,2.358906
ISIC_0012659,13542,44904,952,927,1,1.976173
ISIC_0012660,27165,210206,6751,6493,2,2.125738
ISIC_0012661,30810,356467,5282,4226,1,2.344232
ISIC_0012662,13155,52316,1689,2364,2,2.455407
ISIC_0012663,25692,153740,5937,4305,2,2.401038
ISIC_0012664,42282,427523,14452,15500,2,2.022909
ISIC_0012665,17157,61964,776,1167,1,2.339417
ISIC_0012666,16404,80198,2396,2373,2,2.283450
ISIC_0012669,21276,168451,1345,4065,2,2.354135
ISIC_0012670,39,169944,10300,10281,1,1.978113
ISIC_0012671,105,775845,51579,50502,2,2.176124
ISIC_0012672,44331,437402,12688,14892,2,2.388727
ISIC_0012673,44274,436643,11819,14109,2,2.396309
ISIC_0012674,48216,520771,17526,29495,1,2.412543
ISIC_0012675,24003,135452,3015,4943,2,2.425429
ISIC_0012676,18570,88641,3717,1960,2,2.251784
ISIC_0012677,15441,61533,888,2453,2,2.300983
ISIC_0012678,45255,398080,12284,16343,2,2.300097
ISIC_0012679,15552,72598,2637,2473,2,2.388210
ISIC_0012680,24810,266186,11210,5134,2,2.450229
ISIC_0012681,15243,88618,1674,1985,2,2.272818
ISIC_0012682,14181,47598,451,953,2,2.266797
ISIC_0012683,10626,37062,1044,1280,2,2.164524
ISIC_0012684,62151,857279,22607,31399,2,2.258666
ISIC_0012685,25218,246822,8691,7942,2,2.220543
ISIC_0012690,43689,392591,10351,13276,1,2.137098
ISIC_0012692,26022,219426,4645,4932,1,2.244059
ISIC_0012693,25086,226723,8320,3984,1,2.320816
ISIC_0012696,30381,341249,4768,3163,2,2.342284
ISIC_0012697,28014,191799,4689,6461,1,2.046554
ISIC_0012699,27462,179711,3748,6481,2,2.240778
ISIC_0012700,96,226880,7455,9603,2,2.111009
ISIC_0012701,22650,109742,5691,3783,2,2.231159
ISIC_0012702,13017,66883,631,1238,2,2.295485
ISIC_0012704,24003,160006,2533,3218,1,2.410308
ISIC_0012705,31050,85142,11869,11382,2,2.347107
ISIC_0012706,36045,491619,10868,10251,2,2.436033
ISIC_0012708,57171,390561,12891,15719,2,2.293027
ISIC_0012709,80586,1383192,24737,28510,2,2.209455
ISIC_0012710,17175,70298,3479,1256,2,2.335816
ISIC_0012711,16368,78338,1748,1436,1,2.392319
ISIC_0012713,186,60626,3888,2093,2,2.242106
ISIC_0012715,72411,1423019,121528,77835,1,2.365406
ISIC_0012719,54702,551296,14988,38153,1,2.096727
ISIC_0012720,71958,977996,43229,34531,2,2.011255
ISIC_0012721,43662,720031,17254,13286,2,2.118232
ISIC_0012722,24279,77883,1902,1322,2,2.341172
ISIC_0012725,24288,156605,2995,3809,2,2.063260
ISIC_0012726,20427,96272,1358,3159,2,2.130451
ISIC_0012735,23232,166143,3141,6087,2,2.313366
ISIC_0012737,39729,365260,6119,8759,2,2.418589
ISIC_0012739,16602,80223,2060,2759,3,2.199033
ISIC_0012740,54,68120,6272,6505,2,2.194574
ISIC_0012741,27090,190458,2361,3032,2,2.158514
ISIC_0012742,11706,41747,1937,1557,2,2.296747
ISIC_0012744,15999,69655,2297,2053,1,2.350714
ISIC_0012746,25422,124322,4990,7408,2,2.150110
ISIC_0012749,100125,3273106,150460,163510,3,2.441273
ISIC_0012756,90615,2373418,57870,63078,2,2.138640
ISIC_0012757,132369,1212080,109628,127613,2,2.426803
ISIC_0012758,9927,24364,349,459,2,2.480967
ISIC_0012768,57642,1145747,52103,23007,2,2.370808
ISIC_0012770,23571,133200,2483,4699,2,2.351483
ISIC_0012772,67602,958169,29483,18364,1,2.236368
ISIC_0012773,92628,2593402,55255,104126,2,2.325352
ISIC_0012777,14064,60810,1163,1871,2,2.259413
ISIC_0012785,42831,658362,14219,31454,1,2.413377
ISIC_0012786,73695,2194281,42968,63467,1,2.399826
ISIC_0012787,30234,229882,7330,8406,1,2.210283
ISIC_0012788,18630,131321,8071,12955,3,2.541676
ISIC_0012789,39,71769,3504,4083,2,2.128760
ISIC_0012790,29334,310505,10289,5844,1,2.438732
ISIC_0012792,42876,544316,12285,20560,3,2.471246
ISIC_0012793,14235,46879,1082,3379,1,2.109940
ISIC_0012800,70782,1725722,23887,34310,2,2.395314
ISIC_0012803,76722,298223,18023,30420,2,2.455985
ISIC_0012804,24318,216182,3459,4212,2,2.295898
ISIC_0012806,65856,1694073,33017,34779,0,2.369072
ISIC_0012810,123,246457,30204,37172,0,2.238715
ISIC_0012811,25605,224135,1154,3507,2,2.183290
ISIC_0012813,78912,2452176,37916,61364,1,2.415302
ISIC_0012814,32541,343426,5172,30414,1,1.958863
ISIC_0012823,23901,126574,1894,3185,2,2.253876
ISIC_0012826,73011,1228778,28397,34471,1,2.212180
ISIC_0012827,48189,538346,24866,13885,2,2.246778
ISIC_0012828,84177,2035916,150890,193453,1,2.526763
ISIC_0012833,24660,228907,7491,5096,1,2.017989
ISIC_0012835,17544,68381,1305,1217,2,2.264364
ISIC_0012836,32850,101457,3256,4389,2,2.234483
ISIC_0012837,45,7139948,609681,637153,1,2.400929
ISIC_0012840,69342,992054,58460,82005,2,2.150787
ISIC_0012844,38583,438485,11288,25227,2,2.325039
ISIC_0012845,35145,423947,4178,8037,2,2.378844
ISIC_0012848,92982,3222404,83879,136667,2,2.445966
ISIC_0012851,21582,165042,2296,3373,1,2.249645
ISIC_0012852,49353,943632,9834,16154,2,2.302378
ISIC_0012854,30720,318591,19018,29053,1,2.380787
ISIC_0012855,32079,233166,9058,3408,2,2.247582
ISIC_0012856,31452,250715,8988,23052,1,2.463616
ISIC_0012865,44856,607467,6305,12165,1,2.108087
ISIC_0012871,36798,547131,6836,7673,1,2.397381
ISIC_0012873,13566,70235,1939,2499,2,2.295948
ISIC_0012876,16350,110803,1776,2763,1,2.127820
ISIC_0012877,45561,806917,16967,18476,0,2.402729
ISIC_0012878,54351,619725,16366,13886,1,2.340144
ISIC_0012879,28551,172708,5637,3800,2,2.303087
ISIC_0012880,54,469504,9009,12488,1,2.292529
ISIC_0012883,35271,307900,6938,5583,2,2.139003
ISIC_0012884,50154,534010,56095,14542,1,2.235085
ISIC_0012887,23685,116281,2067,5612,2,2.257855
ISIC_0012888,35367,285398,4539,14217,2,2.278737
ISIC_0012889,47004,495592,25065,20242,1,2.306060
ISIC_0012891,32865,240892,4119,5230,2,2.166118
ISIC_0012897,17553,65544,2318,2721,2,2.065589
ISIC_0012898,28746,318551,2895,5821,0,2.395993
ISIC_0012901,30207,243903,4497,11037,2,2.241217
ISIC_0012902,64809,1601904,60228,36772,1,2.201861
ISIC_0012903,51759,356774,13286,11800,2,2.261729
ISIC_0012904,89463,1074259,27206,25286,1,2.378293
ISIC_0012905,37461,374678,7405,4988,2,2.198508
ISIC_0012907,43161,386843,8219,18954,1,2.359333
ISIC_0012911,21087,138221,4299,14843,2,2.353014
ISIC_0012927,114693,2171580,141987,93404,2,2.249539
ISIC_0012928,85668,361003,14172,24887,1,2.254616
ISIC_0012930,39129,324081,33692,50632,2,2.222821
ISIC_0012932,59466,1051472,29935,27924,1,1.968795
ISIC_0012939,26073,159027,4170,8048,2,2.154372
ISIC_0012940,29340,322295,5232,5067,1,2.346117
ISIC_0012941,49845,967129,13348,12526,1,2.388648
ISIC_0012944,43596,689944,21318,18322,2,2.342222
ISIC_0012945,39,34865,1496,2367,2,2.339881
ISIC_0012949,16623,101016,10063,3012,2,2.191246
ISIC_0012950,41820,691332,10914,9846,2,2.145778
ISIC_0012952,46476,461737,12123,12314,1,2.331516
ISIC_0012955,96756,3725495,114625,84517,1,2.155966
ISIC_0012956,25374,195173,4017,5827,2,2.126339
ISIC_0012957,24900,246133,1104,2485,1,2.329054
ISIC_0012959,31599,406957,4362,5371,2,2.317252
ISIC_0012961,45366,411324,20236,10973,2,2.094101
ISIC_0012962,89061,3044645,69156,52308,1,2.059900
ISIC_0012965,12783,50862,923,1272,2,2.307933
ISIC_0012966,69,120064,7096,8555,1,2.099202
ISIC_0012967,64500,1576967,31117,66524,1,2.343821
ISIC_0012969,20172,143244,1728,3189,1,2.394596
ISIC_0012970,14856,92382,293,5189,1,2.364775
ISIC_0012974,446838,2200575,240929,277197,1,2.250596
ISIC_0012976,18621,107789,2628,3006,2,2.256505
ISIC_0012981,39,201428,22915,26353,2,2.238478
ISIC_0012982,25485,220007,9650,9881,2,2.303682
ISIC_0012986,37230,575380,13037,14936,2,2.399467
ISIC_0012987,30753,246833,9571,14782,1,2.355079
ISIC_0012988,23106,171251,14722,5499,2,2.271327
ISIC_0012989,24195,216292,5003,6048,2,2.354965
ISIC_0012990,28554,167972,15875,5388,3,2.303685
ISIC_0012998,25407,232455,6259,6660,2,2.085473
ISIC_0012999,113589,3798338,139258,139878,2,2.217825
ISIC_0013000,18009,128073,3650,1317,0,2.476256
ISIC_0013001,18717,140771,2787,2538,1,2.372501
ISIC_0013007,47538,797512,20185,18319,2,2.210729
ISIC_0013010,17886,120415,1800,3201,2,2.163810
ISIC_0013012,35166,303366,19801,8739,2,2.075399
ISIC_0013014,17682,120968,2482,2707,2,2.225115
ISIC_0013015,36084,376512,7592,8717,2,2.138378
ISIC_0013023,29439,197399,8832,9234,2,2.285131
ISIC_0013024,46119,824768,18098,21793,2,2.321925
ISIC_0013025,23100,124809,4086,4735,2,2.236804
ISIC_0013026,17781,69251,1545,1882,3,2.426782
ISIC_0013027,39,48602,1995,2723,1,2.071189
ISIC_0013030,45066,814980,18620,13487,1,2.240042
ISIC_0013031,30813,333634,4526,23248,1,2.199790
ISIC_0013032,37134,295485,9592,9811,2,2.186865
ISIC_0013033,97443,1816376,81668,152468,2,2.111570
ISIC_0013034,38313,450448,49187,14300,1,2.177676
ISIC_0013035,32019,389166,6879,6977,1,2.369210
ISIC_0013037,35754,305693,6374,8435,2,2.205914
ISIC_0013039,39486,355002,12859,5907,2,2.215907
ISIC_0013040,33564,336117,13664,28974,1,2.285664
ISIC_0013044,22605,183821,7252,10539,2,2.092337
ISIC_0013045,56517,368126,11900,15380,2,2.319084
ISIC_0013047,51351,580327,14987,41468,2,2.254013
ISIC_0013048,38361,356889,3735,5413,1,2.328720
ISIC_0013052,60954,1492330,75287,30715,0,2.175642
ISIC_0013053,23673,211288,8430,7234,0,2.236412
ISIC_0013054,23445,110634,1976,7531,3,2.392280
ISIC_0013055,15198,53418,1996,2768,2,2.088215
ISIC_0013056,29205,304733,6462,5666,1,2.403770
ISIC_0013059,73254,1272313,33490,54060,1,2.328770
